Transaction_id,customer_id,Date,Product,Gender,Device_Type,Category,Customer_Login_type,Delivery_Type,Quantity,Amount US$,Individual_Price_US$,Time_Transaction
51418,2271047357,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,697,30,15:46:27
51560,1157015404,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"1,000",59,8:14:09
51640,1807038936,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"13,595",800,21:04:55
51684,1226654129,11/29/2013,Shirt,Male,Web,clothing,Member,one-day deliver,13,"7,490",576,17:35:29
51715,2200494837,11/29/2013,Shirt,Male,Web,clothing,Member,one-day deliver,13,899,69,15:44:13
51745,1480223645,11/29/2013,Shirt,Male,Web,clothing,Member,Normal Delivery,18,"4,600",256,19:44:38
51772,2133986982,11/29/2013,Shirt,Male,Web,clothing,Member,one-day deliver,18,474,26,1:07:35
51944,1201844412,11/29/2013,Jean,Female,Web,clothing,Member,one-day deliver,18,500,28,11:28:15
51952,2014089093,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,0,0,21:55:11
52002,1317209474,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"5,044",388,5:57:54
52150,2302100831,11/30/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,"4,291",215,12:18:59
52194,1497121840,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"8,500",708,14:18:44
52273,1305778284,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"10,000",833,0:02:40
52288,2215335027,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"7,780",354,20:24:56
52379,1876166306,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"6,950",434,13:17:03
52411,1947995531,11/30/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,17,0,0,5:07:25
52455,1693332888,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,525,29,10:39:06
52499,2281403731,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"1,581",113,5:46:23
52537,1771421655,11/30/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,"1,147",72,4:16:48
52549,1856616542,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"8,000",444,11:13:49
52599,1524388679,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"4,900",233,3:56:03
52648,1546738321,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,500,26,7:37:18
52675,1789534949,11/30/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,0,0,2:11:25
52749,2237127655,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,200,13,12:30:52
52764,2199809555,11/30/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,14,"1,499",107,22:59:10
52865,1579400888,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,796,47,11:43:32
52932,2109006212,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,000",56,20:58:52
52962,1827971920,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"6,795",485,17:24:03
53018,1663498469,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"13,928",633,11:21:43
53057,1588787395,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"7,995",381,0:30:47
53205,1570409905,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"4,995",278,18:00:10
53214,1971782687,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"9,642",536,21:48:58
53340,1202177268,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"10,990",733,12:42:33
53347,1450520107,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,0,0,9:19:06
53351,2245309502,12/1/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,"1,047",65,7:13:07
53359,1813585627,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,785,34,14:41:44
53365,1198383636,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,674,42,17:51:06
53367,2211931104,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,600,27,11:49:55
53394,1925797593,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"7,603",585,13:39:04
53415,1383081817,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"8,104",450,14:37:57
53424,1673529184,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"3,590",299,0:07:14
53440,1988859094,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"16,915","1,208",2:11:05
53468,1225208030,12/1/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,"11,766",735,16:11:29
53470,1522449646,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"2,158",135,22:02:59
53486,1640295571,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"1,493",68,20:11:41
53496,1661600508,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,890",105,21:16:26
53596,1287209229,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,505,32,0:39:07
53740,1787055296,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"2,824",188,13:32:21
53762,1860177503,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,0,0,18:18:10
53783,2065962343,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"3,999",200,5:39:46
53798,2234265026,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"8,200",390,16:51:47
53807,2174556985,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"7,795",339,2:50:21
53870,1376176679,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"2,195",122,19:08:45
53881,1879002595,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"29,999","2,500",4:28:28
53939,1265141918,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,300,19,18:19:25
53981,1713647970,12/1/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,0,0,4:13:48
53983,1762733891,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,200,10,10:23:22
54008,2053046184,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"2,285",134,16:20:10
54055,1905223156,12/1/2013,Jean,Female,Web,Clothing,Member,one-day deliver,23,"8,050",350,10:00:55
54079,1238765243,12/1/2013,Jean,Female,Web,Clothing,Member,one-day deliver,21,0,0,11:47:02
54115,1709884356,12/1/2013,Jean,Female,Web,Clothing,Member,one-day deliver,22,"5,158",234,6:01:28
54126,2273164236,12/1/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,19,"1,800",95,9:06:20
54166,2025883512,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"11,850",515,8:56:27
54251,1373575006,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,"6,541",344,19:13:48
54276,1183074375,12/2/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,17,"2,015",119,22:46:09
54302,1227593002,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,359,28,3:44:56
54411,1374602063,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"9,769",444,2:41:38
54500,1748510006,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"1,965",85,9:16:35
54606,1224104377,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"9,694",539,7:37:33
54717,1804934772,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,400,21,12:13:29
54760,1672846826,12/2/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,14,"3,224",230,15:57:07
54792,1242653721,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"3,894",278,18:08:07
54801,2255825535,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"10,842",678,12:11:52
54838,1632313499,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"4,600",288,15:26:56
54891,2164428677,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,"5,990",315,10:50:48
54916,2089036204,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,"14,171",746,5:26:59
55190,1156796215,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"29,675","1,855",22:38:55
55238,2059887732,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"7,900",359,8:38:29
55286,2145565156,12/2/2013,Jeans,Female,Web,Clothing,Member,one-day deliver,18,899,50,15:22:44
55296,2047098249,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"2,750",120,3:20:05
55310,1931502300,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"4,040",337,10:53:42
55322,1979631365,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"1,299",81,10:54:22
55331,1824472974,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,100,6,4:51:21
55525,2196640478,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,"1,595",84,18:54:05
55654,1912934080,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"7,835",461,0:16:18
55680,2037891014,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,"34,125","1,796",8:01:45
55694,1956279711,12/3/2013,Jeans,Female,Web,Clothing,Guest,one-day deliver,17,"2,250",132,14:24:44
55746,1954716253,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"7,175",312,12:04:09
55763,2260254018,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"7,145",325,18:52:00
55790,1754962742,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,999,50,10:26:18
55898,1727055184,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"3,455",192,5:00:09
56064,1264921660,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,0,0,21:12:52
56126,2094585800,12/3/2013,Jean,Female,Web,Clothing,Member,one-day deliver,19,515,27,0:33:55
56133,1536800611,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"20,000","1,429",10:49:47
56149,1446641843,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,0,0,12:33:16
56195,2243478171,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"1,437",85,18:29:33
56314,2162594169,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"6,274",392,20:39:06
56341,1833654289,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,0,0,9:41:29
56379,2040141196,12/3/2013,Jeans,Female,Web,Clothing,Member,one-day deliver,18,"1,450",81,0:22:45
56465,1946636832,12/3/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,21,"1,200",57,17:09:06
56505,1461229508,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"6,999",318,17:59:56
56586,1665849596,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"1,500",88,5:57:10
56616,1175440274,12/4/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,17,"9,900",582,10:32:25
56626,2108393534,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,101,5,8:36:06
56628,1374049675,12/4/2013,Jean,Female,Web,Clothing,Member,one-day deliver,23,"2,200",96,4:48:11
56639,1674846851,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"43,999","2,750",14:44:15
56673,2186202194,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"4,499",250,23:57:15
56715,1357494965,12/4/2013,Jeans,Female,Web,Clothing,Member,one-day deliver,18,"3,060",170,0:50:07
56745,1748401341,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"15,300",729,15:57:32
57031,1434069525,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"25,295","1,150",3:33:24
57096,1777636653,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,575,32,23:13:44
57162,2134519637,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,0,0,12:22:15
57328,2140033357,12/4/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,20,"57,282","2,864",16:35:47
57434,1854430688,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"4,500",196,23:37:54
57456,1358262329,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"7,893",439,21:46:07
57537,1753974491,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,000",100,5:14:34
57671,1576658713,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,688,31,3:10:10
57732,2033935726,12/5/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,15,"3,199",213,9:42:07
57748,1488399205,12/5/2013,Jean,Female,Web,Clothing,Member,Normal Delivery,13,"2,061",159,19:32:20
57845,1588610972,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"3,990",285,21:03:38
57943,1553131699,12/5/2013,Jean,Female,Web,Clothing,Member,one-day deliver,22,"13,451",611,15:31:13
58029,2051180833,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"1,680",99,10:24:13
58103,1510158372,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"26,994","1,227",14:28:05
58108,1175140298,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"1,499",125,11:19:57
58110,2225596941,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,995,55,2:58:37
58128,2162898271,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,"2,794",147,15:10:51
58203,1188302116,12/5/2013,Jean,Female,Web,Clothing,Member,one-day deliver,19,"4,750",250,4:45:42
58215,1742330950,12/5/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,"1,039",65,2:40:27
58233,1198359126,12/5/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,21,"2,500",119,11:24:14
58250,1289377805,12/5/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,23,999,43,15:47:36
58284,1692466224,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"3,285",183,15:51:01
58376,2204041300,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,0,0,19:10:00
58380,1515191604,12/6/2013,Jean,Female,Web,Clothing,Member,one-day deliver,13,0,0,22:10:29
58572,1905291186,12/6/2013,Jean,Female,Web,Clothing,Member,one-day deliver,21,999,48,8:26:40
58638,1625589697,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,0,0,6:56:02
58703,2258681575,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,0,0,10:14:06
58769,2273938548,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"6,959",535,21:24:45
58777,2272498257,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,0,0,16:36:03
58823,1304674467,12/6/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,20,"6,569",328,2:46:36
58896,1328435574,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,"8,128",428,2:53:35
58909,1298449959,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,0,0,17:51:42
58952,2091880895,12/6/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,22,"6,552",298,17:37:10
59038,1562176883,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"1,599",107,4:31:10
59065,1387640932,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"4,350",256,17:55:30
59094,1184156897,12/6/2013,Jean,Female,Web,Clothing,Member,one-day deliver,22,499,23,15:45:05
59119,1884147764,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"3,999",286,14:37:30
59122,2288675938,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"7,800",557,5:54:23
59131,1450749084,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,0,0,13:46:12
59254,1875180255,12/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,199,10,11:38:14
59261,1732669381,12/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,50,3,8:01:08
59270,1649624511,12/7/2013,Jean,Female,Web,Clothing,Member,one-day deliver,19,"2,000",105,4:20:15
59301,1672233026,12/7/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,0,0,0:35:29
59309,2188582965,12/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,505,23,21:55:55
59334,1389731609,12/7/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,"8,715",513,4:24:18
59564,1192097186,12/7/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,"1,175",59,1:38:36
59698,1199499636,12/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,0,0,17:00:32
59700,2213929740,12/7/2013,Jean,Female,Web,Clothing,Member,one-day deliver,12,500,42,2:42:48
59708,1826988686,12/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"5,600",329,1:29:05
59751,1278601429,12/7/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,399,22,22:51:49
59846,2067800721,12/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,515,23,9:31:17
59918,1847389237,12/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"1,950",89,3:10:03
60034,1239461229,12/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"7,025",335,18:02:06
60068,2075577472,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,850,39,4:44:51
60127,1876503550,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"7,086",322,3:33:45
60148,2030903926,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"6,647",443,0:32:15
60209,1972940052,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,0,0,11:17:19
60282,2021611814,12/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,"3,812",212,15:41:19
60340,1231419848,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,748,42,23:32:28
60381,2147770285,12/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,"12,257",766,17:31:58
60393,1858339796,12/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,23,"10,286",447,11:05:04
60454,1557912248,12/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,"3,132",157,8:25:53
60503,1580342266,12/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,"1,698",85,21:12:59
60510,1290672257,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"4,695",204,6:07:24
60549,1961061953,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,750,54,20:41:40
60553,1463900515,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,299,14,14:12:37
60689,2058613987,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,073",60,14:28:36
60695,1755866294,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,0,0,8:21:38
60737,1169412286,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"1,680",76,5:35:30
60738,1719615483,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"4,975",226,1:19:26
60866,1869289283,12/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,14,"2,000",143,22:48:26
61002,1926907243,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"23,165","1,103",17:18:33
61055,1632197339,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"3,266",181,23:11:38
61076,2165079764,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"1,700",121,4:45:20
61087,2196265158,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"10,468",476,19:26:12
61096,1425927633,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"1,000",50,19:47:53
61141,2164779080,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"2,000",87,8:13:36
61206,2248231270,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"2,800",233,19:27:10
61237,1491180996,12/9/2013,Jeans,Female,Web,Clothing,Member,one-day deliver,22,"2,499",114,16:07:40
61343,1911895685,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"3,455",157,13:13:43
61356,1829206092,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,520,29,18:52:51
61362,2110855879,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"1,200",71,12:45:57
61405,2190143271,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"3,139",136,10:51:58
61496,2254414823,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"1,000",45,5:01:00
61539,2151529278,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"4,504",250,9:09:01
61546,2102358076,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"1,010",84,1:51:36
61571,2059508771,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,999,45,5:50:21
61596,1318397295,12/9/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,17,"20,000","1,176",16:28:19
61632,2155040798,12/9/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,"3,167",198,18:17:29
61802,1995378847,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,0,0,14:43:18
62024,1290870904,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,99,7,2:34:34
62050,1855956198,12/10/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,20,"3,700",185,3:50:52
62130,1428333639,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,0,0,5:35:51
62204,1245877226,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"5,986",272,21:37:46
62258,1664531159,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"5,000",278,5:02:48
62275,1300003074,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"3,900",170,23:21:01
62489,1175252392,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,400,18,12:17:06
62534,1897906505,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"7,800",650,18:24:10
62586,2135561738,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,480,25,9:01:09
62610,1780218748,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,669,56,21:36:59
62650,1435391455,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,325,18,7:58:19
62720,1330512728,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"5,443",247,13:42:25
62730,1645637697,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"5,394",245,7:34:36
62738,1157074726,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"5,198",236,16:01:46
62772,2067879479,12/10/2013,Jean,Female,Web,Clothing,Member,one-day deliver,22,"2,177",99,5:46:11
62817,2178015831,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"6,381",319,7:19:03
62833,2072760532,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"2,995",176,16:14:39
62847,2171510863,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,343",75,10:50:45
62870,1272856541,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"12,158",553,17:44:47
62904,1580358112,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"1,595",73,20:29:20
62967,1475181799,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,750,58,19:23:18
62976,1183196590,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"2,895",223,16:51:45
62998,2269686969,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,500",83,5:05:48
63022,1219563397,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"1,600",123,12:50:07
63029,1573774277,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,"2,223",117,17:18:24
63132,1858581434,12/11/2013,Jean,Female,Web,Clothing,Member,one-day deliver,15,295,20,12:36:13
63222,1503948402,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,100,5,14:29:12
63226,2247283848,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"2,139",178,4:07:21
63492,2209999226,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"4,130",344,17:57:52
63515,1531079373,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,599,33,12:41:01
63531,2133285811,12/11/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,"1,108",69,6:22:00
63540,1201522137,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"2,910",162,20:21:21
63552,2197688291,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,300,13,18:43:25
63646,2159007016,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"32,999","1,571",3:04:43
63704,1192757895,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"1,149",52,4:08:38
63973,1313758361,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,900,45,15:49:59
64000,1730400160,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"6,976",388,4:05:42
64015,1646259552,12/11/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,"5,166",323,1:16:03
64093,1753425764,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,0,0,6:21:25
64143,1173475453,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"4,200",191,19:24:55
64148,1527321479,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"14,595",663,8:29:06
64198,1985260963,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,"2,098",110,4:01:42
64305,1639579627,12/11/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,"6,600",413,18:46:34
64368,2137275635,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"3,498",269,11:04:45
64373,1464486527,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,500,31,14:43:46
64403,1626980137,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,616,28,14:36:41
64423,1531676478,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"3,130",209,0:51:30
64440,1155350559,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,750",97,2:24:48
64468,1431210145,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"15,503",775,10:09:56
64592,2210969799,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"11,908",662,19:45:58
64623,2290912152,12/12/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,0,0,13:47:09
64641,1588880596,12/12/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"1,998",95,6:36:35
64645,1558910652,12/12/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"1,957",140,20:04:33
